[Test data]

Record,Mode,Location,Points,Counts,Date & Time,Sample Time,Interval Time,Ch1 Size, Ch1 Data ,Ch2 Size, Ch2 Data,Ch3 Size,Ch3 Data ,Unit,
,,,,191,2021-06-07 20:21:56,00:01:00,00:01:30,0.5um,3323822,2.5um,19776,5.0um,1413,/m3,
,,,,192,2021-06-07 20:23:26,00:01:00,00:01:30,0.5um,3313581,2.5um,15185,5.0um,1059,/m3,
,,,,193,2021-06-07 20:24:56,00:01:00,00:01:30,0.5um,3299455,2.5um,20836,5.0um,1059,/m3,
,,,,194,2021-06-07 20:26:26,00:01:00,00:01:30,0.5um,3286741,2.5um,21895,5.0um,2825,/m3,
,,,,195,2021-06-07 20:27:56,00:01:00,00:01:30,0.5um,3221762,2.5um,15185,5.0um,706,/m3,
,,,,196,2021-06-07 20:29:26,00:01:00,00:01:30,0.5um,3229532,2.5um,13066,5.0um,1766,/m3,
,,,,197,2021-06-07 20:30:56,00:01:00,00:01:30,0.5um,3292039,2.5um,19070,5.0um,0,/m3,
,,,,198,2021-06-07 20:32:26,00:01:00,00:01:30,0.5um,3196336,2.5um,18717,5.0um,353,/m3,
,,,,199,2021-06-07 20:33:56,00:01:00,00:01:30,0.5um,3260255,2.5um,13066,5.0um,1059,/m3,
,,,,200,2021-06-07 20:35:26,00:01:00,00:01:30,0.5um,3271203,2.5um,15185,5.0um,1059,/m3,
,,,,201,2021-06-07 20:36:56,00:01:00,00:01:30,0.5um,3284269,2.5um,15892,5.0um,2119,/m3,
,,,,202,2021-06-07 20:38:26,00:01:00,00:01:30,0.5um,3196336,2.5um,12360,5.0um,353,/m3,
,,,,203,2021-06-07 20:39:56,00:01:00,00:01:30,0.5um,3192098,2.5um,16598,5.0um,1059,/m3,
,,,,204,2021-06-07 20:41:26,00:01:00,00:01:30,0.5um,3310402,2.5um,16951,5.0um,353,/m3,
,,,,205,2021-06-07 20:42:56,00:01:00,00:01:30,0.5um,3336888,2.5um,18011,5.0um,2119,/m3,
,,,,206,2021-06-07 20:44:26,00:01:00,00:01:30,0.5um,3217171,2.5um,18011,5.0um,706,/m3,
,,,,207,2021-06-07 20:45:56,00:01:00,00:01:30,0.5um,3285682,2.5um,17657,5.0um,1413,/m3,
,,,,208,2021-06-07 20:47:26,00:01:00,00:01:30,0.5um,3278972,2.5um,12007,5.0um,1766,/m3,
,,,,209,2021-06-07 20:48:56,00:01:00,00:01:30,0.5um,3218584,2.5um,17657,5.0um,353,/m3,
,,,,210,2021-06-07 20:50:26,00:01:00,00:01:30,0.5um,3272262,2.5um,14479,5.0um,1059,/m3,
,,,,211,2021-06-07 20:51:56,00:01:00,00:01:30,0.5um,3161021,2.5um,20483,5.0um,1766,/m3,
,,,,212,2021-06-07 20:53:26,00:01:00,00:01:30,0.5um,3233416,2.5um,16598,5.0um,1413,/m3,
,,,,213,2021-06-07 20:54:56,00:01:00,00:01:30,0.5um,3204811,2.5um,10948,5.0um,0,/m3,
,,,,214,2021-06-07 20:56:26,00:01:00,00:01:30,0.5um,3212581,2.5um,16245,5.0um,706,/m3,
,,,,215,2021-06-07 20:57:56,00:01:00,00:01:30,0.5um,3144070,2.5um,13773,5.0um,1059,/m3,
,,,,216,2021-06-07 20:59:26,00:01:00,00:01:30,0.5um,3141598,2.5um,16245,5.0um,706,/m3,
,,,,217,2021-06-07 21:00:56,00:01:00,00:01:30,0.5um,3146895,2.5um,14832,5.0um,1059,/m3,
,,,,218,2021-06-07 21:02:26,00:01:00,00:01:30,0.5um,3167378,2.5um,18717,5.0um,2472,/m3,
,,,,219,2021-06-07 21:03:56,00:01:00,00:01:30,0.5um,3140892,2.5um,20129,5.0um,1766,/m3,
,,,,220,2021-06-07 21:05:26,00:01:00,00:01:30,0.5um,3060727,2.5um,15185,5.0um,706,/m3,
,,,,221,2021-06-07 21:06:56,00:01:00,00:01:30,0.5um,3145129,2.5um,18364,5.0um,353,/m3,
,,,,222,2021-06-07 21:08:26,00:01:00,00:01:30,0.5um,3091451,2.5um,15892,5.0um,706,/m3,
,,,,223,2021-06-07 21:09:56,00:01:00,00:01:30,0.5um,3173028,2.5um,17657,5.0um,1059,/m3,
